iter	Logloss
0	0.5474297047
1	0.4335610456
2	0.3512218576
3	0.2837826138
4	0.2230986557
5	0.1838416012
6	0.148784722
7	0.1188396323
8	0.09865058044
9	0.08430370394
10	0.07075829837
11	0.06038370257
12	0.05247520916
13	0.04615132746
14	0.04127839984
15	0.0353512014
16	0.03185695199
17	0.02844839664
18	0.02558824404
19	0.02336427334
20	0.02144096468
21	0.01931224741
22	0.01806534569
23	0.01675213065
24	0.01567309364
25	0.01458654993
26	0.0137182383
27	0.01307891128
28	0.01249332337
29	0.01192105557
30	0.01138187173
31	0.01101349599
32	0.01069977135
33	0.01029785693
34	0.01003215662
35	0.009688902266
36	0.009463565852
37	0.009248446957
38	0.009092770338
39	0.008903246061
40	0.008772468489
41	0.008668717934
42	0.008521039448
43	0.008399728086
44	0.008288866492
45	0.00819949894
46	0.008129223128
47	0.008047378578
48	0.00793760231
49	0.007887960295
50	0.007825606107
51	0.007753553838
52	0.007688536386
53	0.007640576125
54	0.007584234901
55	0.00752330812
56	0.007481457272
57	0.007436431275
58	0.007399705694
59	0.007370888515
60	0.007335518956
61	0.007308284769
62	0.007271909051
63	0.007241250978
64	0.007207770173
65	0.007193215872
66	0.007154317969
67	0.007131091023
68	0.00710612904
69	0.007089990134
70	0.007048187444
71	0.007032070754
72	0.00701457627
73	0.007004258649
74	0.006985309622
75	0.006963221771
76	0.006951514039
77	0.006941271462
78	0.006928438058
79	0.006910557349
80	0.006888201073
81	0.006870315028
82	0.006861202961
83	0.006851806086
84	0.006831094204
85	0.006821515047
86	0.006814632647
87	0.006798993927
88	0.006786586356
89	0.006765874185
90	0.006753538473
91	0.006742635003
92	0.006724178624
93	0.006715611458
94	0.006709284693
95	0.006703185894
96	0.006692799627
97	0.006683920045
98	0.006672372362
99	0.006668023292
100	0.006658403879
101	0.006649897052
102	0.006638623508
103	0.006631522342
104	0.006626645454
105	0.0066166535
106	0.00660578243
107	0.006593658681
108	0.006587200199
109	0.00657524023
110	0.006569100575
111	0.006558626875
112	0.006549678886
113	0.006537195661
114	0.006525661001
115	0.00651853905
116	0.00651301398
117	0.006504878367
118	0.006496743187
119	0.00649026989
120	0.006486427892
121	0.00647893444
122	0.006470953464
123	0.00645854594
124	0.006453641297
125	0.006448742243
126	0.006438952643
127	0.006432019217
128	0.006427565205
129	0.006421374477
130	0.006413552253
131	0.006402160223
132	0.006396677115
133	0.00639085212
134	0.006387225106
135	0.006376928078
136	0.006369441659
137	0.006365265662
138	0.006361318424
139	0.006354691001
140	0.006351711197
141	0.006341562254
142	0.006332315421
143	0.006326809736
144	0.00632204268
145	0.006314706795
146	0.006309093491
147	0.006299723865
148	0.006295126066
149	0.006287632239
150	0.006282178344
151	0.006279102483
152	0.006273328278
153	0.006268779178
154	0.006264430361
155	0.006258306107
156	0.006252546047
157	0.006247631121
158	0.006244840873
159	0.006240625728
160	0.00623457332
161	0.006228210856
162	0.006222046576
163	0.006219032179
164	0.006210337038
165	0.006206914164
166	0.006200692806
167	0.00619670222
168	0.006191661868
169	0.006187547756
170	0.006182321865
171	0.00617933625
172	0.006173741596
173	0.006169429635
174	0.006163149835
175	0.006161293007
176	0.006154260634
177	0.00614735587
178	0.006143617396
179	0.006138555358
180	0.006132454991
181	0.006124529571
182	0.006120494247
183	0.006114644093
184	0.006109810517
185	0.006107608792
186	0.006099438145
187	0.006095811478
188	0.006089996405
189	0.006085696819
190	0.00608407137
191	0.00607906558
192	0.00607472437
193	0.006072170368
194	0.006068182701
195	0.006058481247
196	0.006051239631
197	0.006039901535
198	0.006033479155
199	0.006029298652
200	0.006022831146
201	0.006018030011
202	0.006014554705
203	0.006010982326
204	0.006006207693
205	0.006000263363
206	0.005994721946
207	0.005990837117
208	0.005987715032
209	0.005983470801
210	0.005980460947
211	0.005976391304
212	0.005972440015
213	0.005968535553
214	0.005963320184
215	0.005959803749
216	0.005951241774
217	0.005946397222
218	0.005940523564
219	0.005937686302
220	0.005933469702
221	0.005930057876
222	0.005924964973
223	0.005920052591
224	0.005915291524
225	0.005911783373
226	0.005909181646
227	0.005906309001
228	0.005902845661
229	0.005900707322
230	0.00589622102
231	0.005893429777
232	0.005891016853
233	0.005887851825
234	0.005884006735
235	0.005881133786
236	0.005878137342
237	0.005875367597
238	0.005873081994
239	0.005870432849
240	0.005867451646
241	0.005864934676
242	0.005861889444
243	0.00585957643
244	0.005857252711
245	0.00585498615
246	0.005852358413
247	0.005849477441
248	0.005847485894
249	0.005844804696
250	0.005842319865
251	0.005839509736
252	0.005837579552
253	0.005835589817
254	0.005833821117
255	0.005831651876
256	0.005829862485
257	0.005827770009
258	0.005825856254
259	0.005823557084
260	0.005821444383
261	0.005819775406
262	0.005817863456
263	0.005815805641
264	0.005813734685
265	0.005811635363
266	0.005809770208
267	0.005807966817
268	0.005806071726
269	0.005804292416
270	0.005802621167
271	0.005800742167
272	0.005798971259
273	0.005797337005
274	0.00579560194
275	0.005793941426
276	0.005792184519
277	0.005790552506
278	0.005789047066
279	0.005787433534
280	0.005785820531
281	0.005784396268
282	0.005782844903
283	0.00578127892
284	0.005779785738
285	0.005778277529
286	0.005776855506
287	0.00577518656
288	0.005773726516
289	0.005772304556
290	0.005770683644
291	0.005769248771
292	0.005767816139
293	0.005766472587
294	0.005764912821
295	0.005763352993
296	0.00576181955
297	0.005760377396
298	0.005759305473
299	0.005757885722
